Run,Ocean.Depth of warm surface ocean layer[1],Ocean.Thickness of intermediate ocean layer[1],Ocean.Depth of cold surface ocean layer[1],Ocean.Reference overturning strength in Sv[1],Ocean.Reference intermediate to warm surface ocean mixing strength[1],Ocean.Reference cold surface to deep ocean mixing strength[1],Ocean.Reference strength of biological carbon pump in low latitude ocean[1],Ocean.Reference strength of biological carbon pump in high latitude ocean[1],Ocean.High latitude carbon pump transfer efficiency[1],Forest.Young mature forest biomass ratio[1],Crop.normal harvest index for food crops[1],Crop.sensitivity of effect of crop yield on harvest index[1],Crop.crop yield 1980 reference[1],Crop.harvest index for feed crops[1],Crop.sensitivity of effect of crop residue production on field fraction[1],soil carbon decay.cropland litter input share slow soil carbon[1],soil carbon decay.grassland litter input share slow soil carbon[1],soil carbon decay.mature forest litter input share slow soil carbon[1],soil carbon decay.young forest litter input share slow soil carbon[1],soil carbon decay.natural decay rate fast soil carbon[1],soil carbon decay.natural decay rate litter carbon[1],soil carbon decay.natural decay rate slow soil carbon[1],soil carbon decay.temp response[1],soil carbon decay.e0[1],degraded land soil carbon.degraded land productivity reduction factor[1],Land Use.forest recovery time[1],Ocean.Atmospheric CO2 Concentration 1750[1]
Run 11,247.78749825736574,910.5983714718715,98.68687827292064,16.451110974566035,65.51809633029492,13.719405566671842,2.7143077368472635,5.299106423361891,0.47523865787861863,0.3643642706810928,0.41327436513368826,0.09691213653685384,5.688798991583697,0.617616059799727,0.23596870229716518,0.013147288183809237,0.010190148416225082,0.018919203445718537,0.011064406153462561,0.031324483112708995,0.6468365518882769,0.001011196283743591,50.12888793586303,297.1606111545061,0.047359278936474895,52.886682896179295,275.89018981140373
Run 12,422.58075498700265,737.5513445862082,139.79956205230917,11.40259945863657,80.97834461185644,11.340527454727539,0.03644719060627499,8.281793578206807,0.2813355255734532,0.413119404808851,0.425022023795002,0.07704703533457866,6.433784655273665,0.5645002001416558,0.5659650702037837,0.013708928636621967,0.018933145061668537,0.02424086238706253,0.016136204907687565,0.027644677886661192,0.7209307222860434,0.0008137520341091996,50.88610788346259,309.15491639099497,0.012552127595525878,68.22209057467876,277.75473293978183
Run 13,437.97348195349963,745.0748004165705,161.226862007043,13.750445252693162,85.37193920504711,17.096183400795297,2.856254492098585,10.463546640427522,0.27051625246855515,0.41585601097807734,0.4459088601246018,0.09474312331279276,5.532417546579328,0.7166287815593099,0.3903527127751607,0.011945339259952522,0.012216043810086973,0.01759310219496121,0.01703501982161073,0.025963050994399415,0.6863828642195288,0.0010475189115379045,59.243257343633836,300.250384126669,0.056500531087270725,53.7189619965144,279.1507955797497
Run 14,312.32690824627804,845.4151659131013,290.1784254447771,21.905267149421334,65.41947623550983,26.305697756326424,2.7775213032520583,6.090406015838778,0.22816979137082774,0.6185757556763969,0.4432496291403791,0.08929111663829735,6.3539616865658575,0.5154894130254469,0.23128275803517245,0.019116017974619808,0.012268520403706526,0.01632477208646797,0.018072517460419064,0.029145402237472147,0.7689333914500007,0.0011059914837607495,58.82040873686505,306.81887265548346,0.018722996262107598,62.40963002091524,278.1208628439668
Run 15,307.25405321898256,604.2411713539417,428.30901107127727,17.366246725343963,53.78543356395867,14.808314261106206,0.5344563259212826,5.595595786624978,0.3714355774510911,0.5132692022074968,0.4469845252973823,0.08667011365602975,5.888240380708761,0.6392602108697987,0.5175700514973867,0.011661855670488224,0.015428039793854726,0.02072170904133004,0.01242925936824988,0.0320927612892847,0.6752833095345304,0.0010616323012202097,42.87590186799377,307.3943568513102,0.06946032185692923,69.06018406732215,280.1236816041278
Run 16,129.04656939237427,902.6172672196875,465.01460332815975,15.34477744878248,76.26881461473982,11.132661138016049,1.0054893399550318,5.569671446039873,0.442398038844273,0.415244498995813,0.44712105785756223,0.06716060941996292,6.457011394613212,0.7496363670558849,0.5905878185814044,0.012286722131502238,0.016443773237311735,0.017421676186446695,0.024766424021800876,0.03094501322162844,0.6375426074713604,0.0009072554478278383,48.29263775724651,297.9820108154045,0.06243947479561114,55.69596575987864,277.03752913789066
Run 17,111.32034948476122,464.09883925362533,452.17537252096673,17.013949330190297,78.25505662958939,17.3187611400882,0.6506317785362254,7.34711718622297,0.14433192405553333,0.620457711392432,0.42607159657809746,0.05553805824009758,6.467625701761886,0.7641695325863758,0.662890790210594,0.01727971136705166,0.01752372343577367,0.02080499629297065,0.012018299040116507,0.030803699845714398,0.6993221767635315,0.0011212290344776012,54.006756040270766,305.1974470746669,0.025991764426488782,59.285411788892695,278.7995243938198
Run 18,96.94132964880731,780.7806230086524,215.14812964965984,12.471673507400162,56.001804120216114,15.501031995548523,1.1620155635678697,9.280549344981097,0.40462113671881783,0.6765948583297812,0.41783211996735736,0.09089095431507871,6.197600080612965,0.6237971138296294,0.5532026578583414,0.014750765085648942,0.01489880834728725,0.02088098149032391,0.012234687952538098,0.02667314123932998,0.7477094331989267,0.0010587502739497596,52.06597907978096,291.7383530818626,0.011657431369120957,61.411329393837015,279.47888678011543
Run 19,343.99244081398945,925.4174553069378,296.99360525508445,29.806681028163723,56.47080412060038,12.75661297748399,2.78109504116839,5.7454002565241575,0.3747670969727541,0.41493206619077827,0.4235690890805509,0.09129659945431509,6.406534800832856,0.5813510618867507,0.6435702457376353,0.012934888373992849,0.011820809442741257,0.017666564510167723,0.02077671662877486,0.030905870874329472,0.7982751139210233,0.0008760735834466287,47.43534766004214,301.4045207743279,0.08187059445978319,67.06975575534207,281.60378721665853
Run 20,337.4433149015842,321.63052017183776,208.48511106598062,18.089226434280448,55.58031726486183,13.03256789637079,1.07053601535783,11.834183185608076,0.258284819263797,0.6059630610755034,0.42514210361012106,0.0699393468646005,5.855143610335572,0.7453701321172813,0.3700773628763278,0.017956230858751927,0.013436314429224602,0.015387903377274819,0.022042436295177145,0.03485404154178609,0.6764039597191553,0.000807247968454605,44.252626784516735,295.06781011378905,0.061975366749281474,63.89562892558324,277.77619665902324
Run 21,213.32671519300615,504.0947546535453,466.2365149749542,20.538387231878374,70.44152758267953,15.129773153776707,1.3299467721276284,7.120761828370229,0.1512501822212593,0.6507621152695918,0.44935010989659824,0.07817659613428887,5.622029225557702,0.6687367500508257,0.7424679774688616,0.018064756764623227,0.010982482672760734,0.023271125958411576,0.015005014586987286,0.030980651789046708,0.699471359322152,0.0009061285010280861,47.1506306912084,306.2067053706407,0.04809629069414246,58.89446563806402,279.22615383500863
Run 22,319.5908327583198,838.1486171288842,216.13751320970795,16.369976144505777,88.60136168414394,20.110631750446103,0.34464968325823686,9.729920976110897,0.1266352405039425,0.6382341694968374,0.439557034119417,0.05773481373543159,6.266260288341906,0.6202430669258095,0.08106121531715454,0.017516477062207603,0.012734000765890038,0.015227690305916869,0.01415254794446295,0.030360930256784824,0.6081206717731743,0.0011119328178545373,45.03368809359436,293.77277503953854,0.020429984197155394,58.08748875463934,278.4521790624762
Run 23,493.6403017014185,557.7038404571488,295.36554466589087,16.80118368683303,74.87006617028261,25.993384672129523,0.8670071004786442,11.743875491502667,0.26241203527975215,0.3672071379582076,0.430016967271974,0.05484415225650756,5.736973462951423,0.7345563020689996,0.38864403195968067,0.01029715881267551,0.011311166872006529,0.016073443902138076,0.019820719635497107,0.03389601705710094,0.7438707081871747,0.0010436571463544664,43.33975626915475,309.7227401054646,0.025624582261724215,63.21424596047852,277.0262330151832
Run 24,384.25223798039787,501.2470691176375,403.4354774722643,21.8737539602649,68.07771382900857,25.11845284479187,0.7175482142219022,6.354763979273082,0.2937583940404223,0.3427780279200036,0.4085729825431457,0.09259710137629266,5.678679647121272,0.7012603907844923,0.6519629995379472,0.011592027019618683,0.011615721071220645,0.019952572345614282,0.01913915375602357,0.031007474163974303,0.7534213398999802,0.0008160408592409314,47.53233808790525,291.1385266283063,0.04800448875789239,59.98304517514216,276.89555503749517
Run 25,385.54150603127175,624.5830692171891,281.6168130057781,25.076393076263656,60.42478182783242,20.10172094364306,1.170810054215273,4.010972135753066,0.36606022990916887,0.5711975197847139,0.4230377251722696,0.09714634022950015,6.279673264721573,0.571899842856066,0.5781615154608187,0.01995252804717106,0.013760863148629841,0.020034287038712885,0.02123079549994418,0.02618372540338591,0.6111417366913261,0.0011369941618267546,48.22883897565497,308.912177289183,0.0694569832845103,65.26420912160162,277.004389473896
Run 26,406.777245544405,454.0101960349417,282.0529963965521,17.959130869313217,74.75989606791919,26.017711507678502,2.353707980833465,4.631571028668131,0.3678061568121914,0.4148648592539604,0.4402943493740824,0.0810063852760558,5.896365136108214,0.5017602421335244,0.3437566644613149,0.018016152495085286,0.018596629556971653,0.01880111049782569,0.017884287526016653,0.029961288831585584,0.7717913122351551,0.0011235107909585214,45.90455955872496,308.59667956080295,0.027396619371137167,67.49485575888374,278.0147937729557
Run 27,265.0020283214675,829.2847047051735,457.2071527651469,21.833941981739095,57.88533372712831,17.250248342033846,2.8972529564461613,10.744798689366998,0.3261541475396326,0.5527863007352489,0.4138765495803382,0.09798439426962592,6.163099895164439,0.5886942440337047,0.16498910124825006,0.014690767381430096,0.013469883363510751,0.018450218069462787,0.020763356396708614,0.029003282505772627,0.7435253645001139,0.0009296718503177887,58.385018295743876,300.4451331332556,0.0872794870445905,66.2331123114574,276.98442768971273
Run 28,317.8998879423379,748.7756256245668,70.98096146494211,23.003588442151457,87.49286420097536,28.94246637201802,2.1067614631624134,7.242839044187778,0.44411594220625383,0.36126592099261545,0.40843266870655454,0.09096579054515568,6.448553912943224,0.5085279898104185,0.7473671838161255,0.012132667379945672,0.011414673792886076,0.02377355208049767,0.01786244599891241,0.033282642120213556,0.6347436359035039,0.0011268381925714087,48.28129765186329,296.835999946257,0.060963874582310965,68.78952954270252,278.626593785267
Run 29,210.49926750873527,869.888497379337,459.30797468729867,11.859728470536764,60.07271487632295,28.825401327416746,1.3867806641457967,10.96825170863448,0.27619105202384353,0.4000873506281163,0.428153967487849,0.060003333894896864,5.760231500732757,0.7709672212279484,0.2259732677995416,0.011116454412574155,0.015225248741553303,0.024145810002507324,0.015250687704405429,0.034242190970419965,0.722095311132395,0.0009957918964762,59.243541890437655,298.06333651163703,0.05571668909822659,58.13842825009337,277.41383912560275
Run 30,254.6402070079397,497.8269594624043,381.9150422742799,25.903446508827457,51.23897771148753,10.889439495247979,2.576249481840014,6.516172448409405,0.4396613418094021,0.3971252766148503,0.43195507782522674,0.05536281817986147,5.709348575571737,0.6897775245665505,0.36797781246274,0.016864212287239645,0.010526579533048011,0.021219330905939186,0.021019847108385087,0.02945853480862297,0.6391687491669111,0.001147969262935641,42.266107966267214,300.003636676189,0.09955142347415831,58.553318711029846,280.267197264705
Run 31,420.72211678927295,545.3118129690215,253.85005413199167,14.548510894153338,64.87151839546458,12.562950285246128,2.989628093159153,10.391346265555907,0.490049945016918,0.3101060050888553,0.42938598751416956,0.09350993949398348,6.131019863230605,0.6838447640756549,0.11534122581486975,0.01769036552880083,0.018503865463141714,0.023842185976535236,0.02092792667928449,0.028014395750821375,0.6182780110902288,0.001124641501243837,56.27478886862207,309.87877029356497,0.04222727787456048,67.49012122299605,281.17453195642884
Run 32,392.11017865901755,820.3792193631517,328.49551189810086,12.941180495726881,68.00836648240131,10.240915007557781,2.9569679300297658,5.216619461061325,0.23085977114702827,0.4927293813351648,0.44715635198815057,0.07266352137088332,5.992634950735284,0.5782263231939947,0.4173282044381771,0.019831834787375255,0.012178820995969192,0.01771312335784127,0.024786387825395634,0.03388002550851986,0.7270065319299727,0.0009156438793558226,56.58341254597974,292.9543296817368,0.06485279284278243,57.35208775205825,280.40385384812606
Run 33,378.1163710987507,417.69608640419426,263.8995180721443,26.365049821519086,87.19591466637019,22.02366935305897,0.29930608672203907,11.49218578486571,0.2549829723587337,0.6727400433463471,0.40775063124753136,0.0597163918097508,6.050947305688436,0.6536218820593431,0.025041056803537937,0.01893754270006958,0.013058679548654065,0.01724586893464563,0.02371532914840345,0.032033402718759006,0.7648750733741005,0.0008062019253373718,41.87643686282858,290.6833146714634,0.021310197599354545,54.1372441240093,279.80449224640046
Run 34,230.90108569648123,428.5262614684908,444.40088489198104,25.330382989517407,76.51048358928941,26.710223337845363,2.4095384590645583,7.124877708555594,0.29745518773470725,0.45320567532478073,0.4411854017956394,0.05382401542875367,5.509973457075644,0.7366582256943427,0.6333313645286663,0.01977226900674809,0.014152323590077202,0.0227017847198295,0.016322601700597697,0.03050707985582975,0.6341328099074545,0.0008781890426662146,43.79756003185807,298.13834082284427,0.0829871520242905,51.44317710923289,276.31545158481157
Run 35,353.0806297247496,359.02481173700846,322.22761297881743,25.825483083163505,67.73187120810789,11.48637029430596,1.138869775946111,6.487088019013436,0.24195339818077716,0.4525947659945001,0.4256346574567459,0.07093036906698644,6.182886608094353,0.5998358703217738,0.07529411671569422,0.012957622295424284,0.016312425670145167,0.020028989775179883,0.024933073888323592,0.028566128272554493,0.6794786504251942,0.0008338255531621472,40.09015350002949,306.114266911926,0.06133079367173648,51.01123591529597,277.05052771620836
Run 36,240.4894282616754,492.6742083227981,397.7165612606851,16.4753396185928,53.54560869250107,23.622841672122952,1.6139610440896717,10.779621758572803,0.4442084840158146,0.4228856335943283,0.41236034533693083,0.07458645920785618,6.205857355719981,0.6591038130944504,0.1462175112106081,0.016431257634418675,0.012333886213414998,0.020846381344757338,0.016988338502792636,0.02945662885420486,0.6944738997164254,0.0009083932609155011,59.11947238601461,303.2720007621507,0.0168575715745738,51.08183676833339,278.7254621401197
Run 37,190.01806585646275,912.1765926197731,354.78157277860976,27.75492704412497,71.03361287080384,14.577199065087058,2.9838887014364373,10.70350151564572,0.45032020326103006,0.3683157089413919,0.42438629237994396,0.09230635484710646,6.2684103684811125,0.5620046153932061,0.1288629468906651,0.0129448001926068,0.01542326995522415,0.016890705694627632,0.019801419191711852,0.030079139039859214,0.6074897276443781,0.0011084842435408787,49.45159487509375,297.1681441778583,0.018709962919413386,53.57766374713145,280.9921319840372
Run 38,159.01858008473533,522.4619966589561,288.59144558206117,23.048666584954727,82.56038164657033,10.476574497423009,0.531663680252712,6.753396413774087,0.2566024655047269,0.4869487138675729,0.41290901055450613,0.06108988678957077,5.749239179787147,0.5114174203930459,0.2548915461087227,0.013696001072309295,0.016266057954726007,0.020741387647164027,0.015928893251661698,0.026036438188874512,0.6886259258261337,0.0008132685815500823,55.21919741290808,292.71422791849244,0.025772803033802305,56.75332933770234,277.4968575930448
Run 39,85.29167320756517,353.0660335715032,257.3356670272475,23.94075132006118,62.941559787555136,21.28923693790982,0.7885457675807543,8.572718173258059,0.11588446279492214,0.30825622569457806,0.43589398682223884,0.09172884571849559,6.393111424011697,0.5841282617259141,0.35461952011974285,0.011568187682253282,0.011833342841844532,0.023731652187533377,0.016423073670889417,0.027085840747814137,0.6957952795795859,0.0009341937121809341,49.25727207562038,297.89319670585576,0.06684828325819589,61.152364239911705,281.2060094835703
Run 40,318.9385647190837,478.0248103685765,224.61816924788653,13.047389768192554,80.35435706119934,11.628243508026475,1.5249536245275417,9.86894205936616,0.3647338429127204,0.5311853630331589,0.41256090790251576,0.051936510939569885,5.682677794612964,0.7798970370547917,0.08548271262153809,0.0179317235158845,0.01718718709731109,0.02161742177629072,0.011590194000700538,0.02963529928644507,0.6012780641436513,0.0008917123454921968,47.337861953691466,294.6804372625161,0.09521797724920632,67.41506513071862,279.09682399413344
Run 41,202.1269288706361,651.998430984097,418.7847042412794,25.197347602014197,57.80812110111825,13.904093246276958,2.5827729908914736,10.655471759643328,0.28189989746931393,0.434390992217494,0.4372995645105996,0.05660522087417202,6.334712808081313,0.618723583082937,0.4806617118506765,0.018868335135177862,0.013956839192619993,0.022794830046858318,0.01929773441604426,0.02817479034474643,0.7479317569308797,0.0011654052094817449,42.19098182045252,297.3404173268348,0.018966837635902116,50.13489579649799,277.73611489480027
Run 42,440.30180459862737,852.8046464444419,158.68449749146447,12.358564335134666,81.76785864116496,21.515235378778947,0.3194826634180691,4.313184670672673,0.26506098053498045,0.6196796422949757,0.4408502387148575,0.06390219590559175,6.044981539135373,0.7139618055633657,0.6679870564785242,0.012023150394865026,0.010998813730639967,0.01803316472786598,0.02217349170175485,0.0309341660124199,0.7342767684165388,0.0010144824654694743,59.76875720957796,305.63834191161413,0.05250779988810497,55.61415322290899,276.0633430509947
Run 43,147.96853235627694,699.0179666335807,260.1689720204445,27.625974583046414,86.37887211294878,22.023141006524767,0.6984621271114584,6.317756189229821,0.33419508456466807,0.6857725630999659,0.42148275962833415,0.08015980724869295,5.540313862610661,0.6052266750747054,0.33381447661121455,0.013023222192900249,0.012298533404086421,0.021104634559876267,0.0137541940464142,0.03248833618611458,0.6251148005527002,0.001037766320246078,49.18028394557204,304.53913149892014,0.03575524243228607,61.95715277862123,276.10689031944923
Run 44,390.4905481101955,910.4160336750703,87.23086412395278,17.591333781127894,55.31341446466434,11.480518324456451,1.16351480437591,10.210471093724838,0.2581400464690521,0.678158534502465,0.40970721773058283,0.09756706949684167,5.5952905261594665,0.5261430098248523,0.45877707673846396,0.013261418495825275,0.01959974077338636,0.019994277905485556,0.023076186464420313,0.03381301786451997,0.7691426488104398,0.0011207949363411785,56.69147094932756,301.8299142157262,0.01721530144235907,59.788821186953626,277.7480629438109
Run 45,376.9422822853614,613.7355239932951,499.103778110602,22.788468349516375,60.66162284773498,14.78422802646816,2.1961203792813064,6.3267346424370485,0.4083308519128229,0.4828707173253678,0.42069726176767624,0.09333895375675677,5.913966858747512,0.7239608049155795,0.3586610007735609,0.01867616346437201,0.01938628276137822,0.019472455481760097,0.01158498517295794,0.02750469509958226,0.6503105365944855,0.0011398075492962663,47.35717912942174,307.3781665368878,0.02957618125302674,67.79575869964425,278.1629686923263
Run 46,423.1413668562068,936.2508605436782,377.42505726288925,29.56545828051182,58.108289066682275,12.638585486883258,2.376865881670021,11.463316845261843,0.10431446831272245,0.6404968702149576,0.4346128024445575,0.08840762890863642,6.042336597403173,0.7989735253439936,0.7212347357318991,0.017516688636600268,0.011215918946204783,0.022691748675476294,0.01908003711517803,0.028912690991939625,0.7010090736990783,0.0011554012667278593,43.63601939554478,293.59848832979,0.057235689174483975,69.79397983859421,276.5467698598543
Run 47,385.30921779927473,717.1089207625669,403.83795368552177,27.566175366692526,79.83934042381792,20.094581298666675,0.26868652737199183,8.975577358304616,0.38057388503689904,0.35750100350962,0.40121159160867814,0.05661024031143646,5.717947923362791,0.7550316496406414,0.21569724681943903,0.014390791510288204,0.013972392735443331,0.022019554411922954,0.021878742956417098,0.03492356192981495,0.6577613344760884,0.0009544538815145962,56.1052387298799,291.5932436383935,0.09738887182396658,57.4202864682676,280.1079560459484
Run 48,302.38060464114847,830.4573941363665,190.04635336307425,17.523573391698662,87.79773937495185,14.030968096978453,0.20883874640671607,4.884280951567253,0.2987198611304165,0.44931299455991125,0.4398506031532017,0.062039922026152626,5.580241395208062,0.6334988719760309,0.04174092837209045,0.010214783565680766,0.019086798014882084,0.022713880138423438,0.020357376633412142,0.025239678933663433,0.6267170106213948,0.0008708066776359464,43.223827946330594,308.237198701546,0.0859775570333479,62.187788336927596,277.8906724925127
Run 49,278.9273376346032,738.00805611751,360.608337721933,11.201635617227932,69.91986644109414,13.545568858995004,0.6507991381441329,7.215462587003148,0.2168155473717402,0.6380184809692488,0.4024806214640998,0.07636590537425696,6.1445495767904905,0.6093909565421821,0.2863938729294022,0.013017816560013695,0.013726146353353227,0.019127385035537164,0.017855891731484125,0.03354885907713895,0.7055897452267698,0.0008977591308341227,58.660444651479914,293.22323923655085,0.020300406927222542,60.34130921378949,278.3171131136883
Run 50,177.08876638958859,520.4517450068885,434.6972515003589,22.322995832921514,70.74546541027163,26.55521969891989,2.3486508032839106,7.027500314548116,0.2046402578370119,0.49942809342410965,0.4085362539866329,0.05170030385286433,6.123529196136183,0.7634173114782445,0.337027908750667,0.012136259321937064,0.013510080945175883,0.018969339101780437,0.016579079347131806,0.02977235908872752,0.7391432628097419,0.0009070342463143006,40.78290618487928,294.03745329096654,0.06001937649381369,67.95509026479606,277.11447237243937
Run 51,101.21461121584088,763.6604459161526,342.52485289033365,28.987610755451247,81.4055904278267,26.715845821405907,0.22192726457906065,9.837508534675365,0.1741028939984172,0.4098357542943084,0.4309756202483593,0.0787322604643091,5.688100873912997,0.5145102368578852,0.53173819017468,0.01444621604856183,0.018027668640315846,0.02435746732930561,0.022252781120075685,0.025036108501313676,0.7392282221646798,0.0008256524414251087,49.84051096923473,296.6655630270589,0.017071028695155813,62.269799929236854,278.4060870804176
Run 52,403.9215342891657,752.3300503817354,238.5541481842001,20.26829193527261,71.27920605172389,23.724290285089822,0.8286235398696848,5.323115769371269,0.14928457062169598,0.47579633622309647,0.4416463973582154,0.06476647247650545,6.177195133779275,0.6798169532783068,0.05257317044330273,0.0194214148405547,0.014331060525673305,0.023206600688612567,0.020478243050598883,0.03239356488642521,0.6296704965367278,0.000916795250512504,43.00711730697076,309.93595213970855,0.08905843418153421,51.30879620575224,278.3968102169367
Run 53,294.29222376466987,657.1380112373494,82.96704782062845,12.483464410429093,75.99362026255675,19.74595135706144,1.423557752085988,8.669716351037806,0.319476749105712,0.42270584935011857,0.4495945458946024,0.09634002245147794,5.523360109822365,0.668429375814086,0.7332995093398057,0.014275356330808776,0.01303556008146498,0.020066809125873074,0.021415931196344717,0.029099087690798938,0.6014499616475929,0.000800409176107041,51.2810050336634,297.64291977408783,0.024591087067373257,51.48639761301242,278.9863880897722
Run 54,406.0193723020945,605.6822550346283,352.5446857705475,27.598280636964297,71.90231545567903,22.424371346974297,1.1958030835676368,8.895952864370049,0.40390457783580813,0.5000077906165123,0.4010599117331009,0.0905346041777657,5.535815815729343,0.5827332049144297,0.5735967500038803,0.017332490045470404,0.01573128343379161,0.02453691832386494,0.019829645906270024,0.03363063667275332,0.6456387163846017,0.0011365993924242071,48.57537329492679,301.7135136038713,0.04777924049072563,63.394821156233654,277.20756622838115
