Year,Natural Forcing.Baseline Effective Radiative Forcing from Solar Output Variations,Natural Forcing.Baseline Effective Radiative Forcing from Volcanoes
1927,0.0222798653738963,0.187915087386083
1928,0.0067416817801463,0.1632684950596207
1929,-0.0012146170479786,0.0084594362993279
1930,-0.0009962088448536,0.1799119582279139
1931,-0.0232270438057911,0.1869152841968948
1932,-0.0397792654854786,0.0425426207362228
1933,-0.0467059256417286,0.1503709148960673
1934,-0.0389992361886036,0.1861312867254504
1935,-0.0123846365792286,0.1858635345120468
1936,0.0452751290457713,0.185592517547358
1937,0.0485668526785838,0.1853182578338796
1938,0.0381300606863963,0.1850407365123296
1939,0.0352283517020213,0.1847599106254542
1940,0.0158056222098338,0.1844758339571321
1941,9.583217077138214e-05,0.1841885864846894
1942,-0.0183752615792286,0.1838980941679814
1943,-0.0370335623604786,0.1836043762155363
1944,-0.0318385672432911,0.1833073819866889
1945,0.0035435616629588,0.1830071289437376
1946,0.0205950020926463,0.1827035947349408
1947,0.0660863106863963,0.1823968163803705
1948,0.0816556954520213,0.1820867991187164
1949,0.0666323311942088,0.1817735017389544
1950,0.0329818673270213,0.1814569633566329
1951,-0.0115110037667286,0.181137118662756
1952,-0.0135234793526661,0.1808140109638238
1953,-0.0265811697823536,0.1804876751844325
1954,-0.0264251639229786,0.1801580463648328
1955,0.0008758614676463,0.1798251692085081
1956,0.0610161202567088,0.1794890063461402
1957,0.1169598214285838,0.1791495207576567
1958,0.1243700997488963,0.1788067540033275
1959,0.0927009102957713,0.1784607567238176
1960,0.0710004952567088,0.1781114643086233
1961,0.0229038888113963,0.1748425912224242
1962,-0.0105125662667286,0.01887847791617
1963,-0.0220882010323536,-0.7158139715324602
1964,-0.0274548025948536,-0.6203003960549346
1965,-0.0244594900948536,-0.2927293197139612
1966,0.0011722726004588,0.1169096523076781
1967,0.0328882638113963,-0.076337447099339
1968,0.0496276925223338,0.0011209927611538
1969,0.0526074044363963,0.0748592184968778
1970,0.0545418770926463,0.07891007914399
1971,0.0258680001395213,-0.0321334103941431
1972,0.0240895333426463,0.0491196539365241
1973,-0.0046779471261036,0.1552288305825108
1974,-0.0187964773995411,0.1027906612139681
1975,-0.0184844656807911,-0.2049690165444722
1976,-0.0231334402901661,0.0427959312797078
1977,0.0069756905692088,0.1284540133197346
1978,0.0530910226004588,0.1506635484397897
1979,0.0918896798270213,0.1473114304822424
1980,0.0842453927176463,0.109190156973947
1981,0.0867882882254588,0.0757372745424995
1982,0.0434498604910838,-0.1564158400874098
1983,0.0416245919363963,-0.6775945263802521
1984,-0.0093581229073536,-0.2289078353791943
1985,-0.0265811697823536,-0.0117157005592694
1986,-0.0244594900948536,-0.00014658150072
1987,-0.0135858816964161,0.0621697560996303
1988,0.0314374093192088,0.1102479335964212
1989,0.0932937325613963,0.1426154615469762
1990,0.0818585030692088,0.1407953117155024
1991,0.0801424386160838,-0.4148185776434353
1992,0.0593780587332713,-1.6835767484157795
1993,0.0105170235770213,-0.8170844043492784
1994,-0.0190616873604786,-0.0813850082344821
1995,-0.0246778982979786,0.0853077211063841
1996,-0.0368775565011036,0.1456922256034353
1997,-0.0204657400948536,0.1669024887374156
1998,0.0264296212332713,0.1710925825750941
1999,0.0609381173270213,0.1732418502793201
2000,0.0860394601004588,0.1745824169479796
2001,0.0754778634207713,0.170843036204625
2002,0.0807664620535838,0.1765222575627753
2003,0.0193937569754588,0.165150043379564
2004,-0.0073924490792286,0.1719032893302405
2005,-0.0338510428292286,0.1498078532163539
2006,-0.0398572684151661,0.1245541128442177
2007,-0.0513705008370411,0.1214193886258194
2008,-0.0538509940011036,0.133277034444783
2009,-0.0539133963448536,0.1066842123978326
2010,-0.0317605643136036,0.1379875550624469
2011,0.0026075265067088,0.1090569133516887
2012,0.0169756661551463,0.1386751812529304
2013,0.0252439767020213,0.157671543128837
2014,0.0351347481863963,0.1397783633433768
2015,0.0052284249442088,0.1258005270090391
2016,-0.0315560943389039,0.1118226906747014
2017,-0.0414354493333894,0.0978448543403637
2018,-0.0454364226183952,0.083867018006026
2019,-0.0461417400680885,0.0698891816716884
2020,-0.0409375024299597,0.0559113453373507
2021,-0.0044116258905654,0.041933509003013
2022,0.0354241924822123,0.0279556726686753
2023,0.0580127296450827,0.0139778363343376
2024,0.0668683859617568,0.0
2025,0.0448233959148743,0.0
2026,0.0198382240800248,0.0
2027,-0.0055994074883663,0.0
2028,-0.0158087520697533,0.0
2029,-0.0327868691616476,0.0
2030,-0.0418654271266476,0.0
2031,-0.0507985363411094,0.0
2032,-0.048807784912672,0.0
2033,-0.0269821262116128,0.0
2034,0.0112978222178663,0.0
2035,0.015861784319203,0.0
2036,0.0329283735145912,0.0
2037,0.0157935264130572,0.0
2038,0.015107057890482,0.0
2039,-0.009433176685166,0.0
2040,-0.0325623321318726,0.0
2041,-0.0527970782530248,0.0
2042,-0.0583686672406175,0.0
2043,-0.0557006678559704,0.0
2044,-0.0432855611117703,0.0
2045,-0.0071474985093443,0.0
2046,0.0173951723222181,0.0
2047,0.0448636155076753,0.0
2048,0.0474979994191086,0.0
2049,0.0252121771515063,0.0
2050,-0.0093094832722957,0.0
2051,-0.0263291241514682,0.0
2052,-0.0420018374869509,0.0
2053,-0.0532385962057158,0.0
2054,-0.0489320651430249,0.0
2055,-0.0280171930325735,0.0
2056,-0.0021266972061613,0.0
2057,-0.0013580996972667,0.0
2058,0.0029300525929704,0.0
2059,0.0061570658501522,0.0
2060,-0.0153667780927499,0.0
2061,-0.033606818861989,0.0
2062,-0.0486085132648131,0.0
2063,-0.0539131826381985,0.0
2064,-0.0558743814722778,0.0
2065,-0.0494437643617575,0.0
2066,-0.0208680642467228,0.0
2067,0.0046658207998338,0.0
2068,0.0188136368262599,0.0
2069,0.0130741946894866,0.0
2070,-0.0027110337993733,0.0
2071,-0.0252239188057911,0.0
2072,-0.0361180296136234,0.0
2073,-0.0442323138320121,0.0
2074,-0.0560626014497378,0.0
2075,-0.0608807035072147,0.0
2076,-0.0657177970796792,0.0
2077,-0.059358171802371,0.0
2078,-0.0414566490337424,0.0
2079,-0.0220946549733895,0.0
2080,-0.0084847032176101,0.0
2081,-0.0067239319157968,0.0
2082,-0.0078078093371452,0.0
2083,-0.0222232636393849,0.0
2084,-0.0289004142671792,0.0
2085,-0.050547089088864,0.0
2086,-0.0624955137463987,0.0
2087,-0.0634668105009994,0.0
2088,-0.0617758359100574,0.0
2089,-0.0450856445121337,0.0
2090,-0.0173548550349346,0.0
2091,0.0030587894829414,0.0
2092,0.0295767197620272,0.0
2093,0.0186150099185144,0.0
2094,-0.0036515995367343,0.0
2095,-0.0213273625932564,0.0
2096,-0.0419900304861196,0.0
2097,-0.0490450304817286,0.0
2098,-0.0556009095886441,0.0
2099,-0.0460946391209705,0.0
2100,-0.0241900060007853,0.0
2101,0.0016533690259855,0.0
2102,0.0002273045059623,0.0
2103,-0.0007976326194716,0.0
2104,-0.0119603091666481,0.0
2105,-0.0331907320014277,0.0
2106,-0.045288409387996,0.0
2107,-0.0552232471849635,0.0
2108,-0.0562745407640344,0.0
2109,-0.0498570730357737,0.0
2110,-0.0291680461201082,0.0
2111,0.01406583631782,0.0
2112,0.0160144398888298,0.0
2113,0.0185133710326174,0.0
2114,-0.0063382341418443,0.0
2115,-0.0136634999541186,0.0
2116,-0.0348314075192926,0.0
2117,-0.045914612633372,0.0
2118,-0.0530414731855942,0.0
2119,-0.0527987879062946,0.0
2120,-0.0330247658937021,0.0
2121,-0.0022843470886499,0.0
2122,0.0304376040965988,0.0
2123,0.0116005163263848,0.0
2124,0.0160023345161335,0.0
2125,-0.0107916671603629,0.0
2126,-0.0342684546710457,0.0
2127,-0.0461522116942749,0.0
2128,-0.0558820965161381,0.0
2129,-0.0533457914647031,0.0
2130,-0.0334538048957852,0.0
2131,0.0180703571333118,0.0
2132,0.0261844874362157,0.0
2133,0.0358810545728605,0.0
2134,0.0189843377625884,0.0
2135,-0.0065576253955944,0.0
2136,-0.0370619503119505,0.0
2137,-0.0464343044810804,0.0
2138,-0.0556124497481059,0.0
2139,-0.0600508378180018,0.0
2140,-0.0567306660922196,0.0
2141,-0.0361647593184242,0.0
2142,-0.0147774245313871,0.0
2143,-0.0118716123792112,0.0
2144,-0.0071376821334751,0.0
2145,-0.0107098175108548,0.0
2146,-0.0291580873899114,0.0
2147,-0.0312504892654322,0.0
2148,-0.0436964617905468,0.0
2149,-0.050417967526908,0.0
2150,-0.0535521893537309,0.0
2151,-0.0530821629330306,0.0
2152,-0.0348994363038777,0.0
2153,8.565973391955593e-05,0.0
2154,0.0267529166635029,0.0
2155,0.025717807101217,0.0
2156,0.0207671200325802,0.0
2157,0.004258282205563,0.0
2158,-0.0196033482524808,0.0
2159,-0.039213412999923,0.0
2160,-0.0498546865279967,0.0
2161,-0.0486721978484936,0.0
2162,-0.0307334046389392,0.0
2163,0.0053770365532772,0.0
2164,0.0404094085907836,0.0
2165,0.0293441098757135,0.0
2166,0.0347081469583234,0.0
2167,0.0009203124522238,0.0
2168,-0.0231756385963862,0.0
2169,-0.0403948261393674,0.0
2170,-0.0501599808509473,0.0
2171,-0.0527272816589682,0.0
2172,-0.0424553200929209,0.0
2173,-0.0113318748471047,0.0
2174,0.0068805056243188,0.0
2175,0.0230156146514947,0.0
2176,0.0237304214942189,0.0
2177,0.0074742681992436,0.0
2178,-0.0158239032878049,0.0
2179,-0.0298914431529786,0.0
2180,-0.0454532326905965,0.0
2181,-0.0548026297432911,0.0
2182,-0.0630198643992228,0.0
2183,-0.0663171016637714,0.0
2184,-0.0625536913547698,0.0
2185,-0.0484796054094831,0.0
2186,-0.0154869733728859,0.0
2187,-0.0101466149878397,0.0
2188,-0.000577550497648,0.0
2189,0.0063110201255977,0.0
2190,-0.0163832590909994,0.0
2191,-0.0362124586441822,0.0
2192,-0.0491652344035871,0.0
2193,-0.0535783897898594,0.0
2194,-0.0555119221368096,0.0
2195,-0.0470956411008606,0.0
2196,-0.0174164222878021,0.0
2197,0.0136547929343593,0.0
2198,0.0312713165056324,0.0
2199,0.0237595702647238,0.0
2200,0.0091907600656787,0.0
2201,-0.0162617882273594,0.0
2202,-0.0266474188459242,0.0
2203,-0.0349953137517517,0.0
2204,-0.0488183131769354,0.0
2205,-0.0538841185328743,0.0
2206,-0.0599433433696799,0.0
2207,-0.0538547124969195,0.0
2208,-0.0355268697055106,0.0
2209,-0.0151470515647667,0.0
2210,0.000228415780563,0.0
2211,0.0003517245214773,0.0
2212,-0.0016096613935214,0.0
2213,-0.0170817806690261,0.0
2214,-0.0257012112528224,0.0
2215,-0.0487336598829438,0.0
2216,-0.0618615965081449,0.0
2217,-0.0630085379464161,0.0
2218,-0.0606384883825214,0.0
2219,-0.0428072751039392,0.0
2220,-0.0151986242361099,0.0
2221,0.0054723924634681,0.0
2222,0.0354042322804646,0.0
2223,0.0225576840275711,0.0
2224,0.0001418666866663,0.0
2225,-0.0191627706090897,0.0
2226,-0.0428240297058316,0.0
2227,-0.0488625249969195,0.0
2228,-0.0586677814706849,0.0
2229,-0.0481769113009646,0.0
2230,-0.0230665928479554,0.0
2231,-0.0063842238143617,0.0
2232,-0.0023890086975583,0.0
2233,0.00720080916135,0.0
2234,-0.0047517186639855,0.0
2235,-0.0153114347251024,0.0
2236,-0.0387799328698839,0.0
2237,-0.0481178855223999,0.0
2238,-0.054094021211092,0.0
2239,-0.0527041585987194,0.0
2240,-0.040071456787672,0.0
2241,-0.0093074316883953,0.0
2242,0.0181981964553373,0.0
2243,0.0218242000405283,0.0
2244,0.0181087546141006,0.0
2245,-0.0024274450659531,0.0
2246,-0.0235539295078338,0.0
2247,-0.0325156326729844,0.0
2248,-0.046733674224902,0.0
2249,-0.0554565721127356,0.0
2250,-0.0620379250531058,0.0
2251,-0.0628912984745526,0.0
2252,-0.0530011456884831,0.0
2253,-0.0322828633825272,0.0
2254,-0.0086123721582042,0.0
2255,-0.0047734740016243,0.0
2256,0.0012099953287637,0.0
2257,-0.0030892090990144,0.0
2258,-0.0186099114882563,0.0
2259,-0.0295560519259704,0.0
2260,-0.0507654879496114,0.0
2261,-0.0610704750183258,0.0
2262,-0.0603767404694195,0.0
2263,-0.056277120191717,0.0
2264,-0.0351025422929301,0.0
2265,-0.0052806853806001,0.0
2266,0.0173957279595039,0.0
2267,0.038704375955563,0.0
2268,0.0156335468944396,0.0
2269,-0.0021028673957911,0.0
2270,-0.0257981485922783,0.0
2271,-0.0400718298984705,0.0
2272,-0.0536750824760636,0.0
2273,-0.0538592430780596,0.0
2274,-0.0376242903008779,0.0
2275,-0.0140810827612656,0.0
2276,0.0029879080064486,0.0
2277,0.0025891477342262,0.0
2278,-0.0010541660901429,0.0
2279,-0.0138698123604669,0.0
2280,-0.0368806680933715,0.0
2281,-0.048919328226283,0.0
2282,-0.0535553949535862,0.0
2283,-0.0559237776055654,0.0
2284,-0.0444015997500022,0.0
2285,-0.0160513299118559,0.0
2286,0.0138470861840352,0.0
2287,0.0237310190553893,0.0
2288,0.0228510343672357,0.0
2289,-0.0110429861886036,0.0
2290,-0.0188952953575967,0.0
2291,-0.0370661312549636,0.0
2292,-0.0524136514918284,0.0
2293,-0.0610248700177934,0.0
2294,-0.0543924411864507,0.0
2295,-0.0282210264417112,0.0
2296,-0.0049184348470272,0.0
2297,0.0201147604937691,0.0
2298,0.0207627618181382,0.0
2299,0.0016798686513905,0.0
2300,0.0,0.0
2301,0.0,0.0
2302,0.0,0.0
2303,0.0,0.0
2304,0.0,0.0
2305,0.0,0.0
2306,0.0,0.0
2307,0.0,0.0
2308,0.0,0.0
2309,0.0,0.0
2310,0.0,0.0
2311,0.0,0.0
2312,0.0,0.0
2313,0.0,0.0
2314,0.0,0.0
2315,0.0,0.0
2316,0.0,0.0
2317,0.0,0.0
2318,0.0,0.0
2319,0.0,0.0
2320,0.0,0.0
2321,0.0,0.0
2322,0.0,0.0
2323,0.0,0.0
2324,0.0,0.0
2325,0.0,0.0
2326,0.0,0.0
2327,0.0,0.0
2328,0.0,0.0
2329,0.0,0.0
2330,0.0,0.0
2331,0.0,0.0
2332,0.0,0.0
2333,0.0,0.0
2334,0.0,0.0
2335,0.0,0.0
2336,0.0,0.0
2337,0.0,0.0
2338,0.0,0.0
2339,0.0,0.0
2340,0.0,0.0
2341,0.0,0.0
2342,0.0,0.0
2343,0.0,0.0
2344,0.0,0.0
2345,0.0,0.0
2346,0.0,0.0
2347,0.0,0.0
2348,0.0,0.0
2349,0.0,0.0
2350,0.0,0.0
2351,0.0,0.0
2352,0.0,0.0
2353,0.0,0.0
2354,0.0,0.0
2355,0.0,0.0
2356,0.0,0.0
2357,0.0,0.0
2358,0.0,0.0
2359,0.0,0.0
2360,0.0,0.0
2361,0.0,0.0
2362,0.0,0.0
2363,0.0,0.0
2364,0.0,0.0
2365,0.0,0.0
2366,0.0,0.0
2367,0.0,0.0
2368,0.0,0.0
2369,0.0,0.0
2370,0.0,0.0
2371,0.0,0.0
2372,0.0,0.0
2373,0.0,0.0
2374,0.0,0.0
2375,0.0,0.0
2376,0.0,0.0
2377,0.0,0.0
2378,0.0,0.0
2379,0.0,0.0
2380,0.0,0.0
2381,0.0,0.0
2382,0.0,0.0
2383,0.0,0.0
2384,0.0,0.0
2385,0.0,0.0
2386,0.0,0.0
2387,0.0,0.0
2388,0.0,0.0
2389,0.0,0.0
2390,0.0,0.0
2391,0.0,0.0
2392,0.0,0.0
2393,0.0,0.0
2394,0.0,0.0
2395,0.0,0.0
2396,0.0,0.0
2397,0.0,0.0
2398,0.0,0.0
2399,0.0,0.0
2400,0.0,0.0
2401,0.0,0.0
2402,0.0,0.0
2403,0.0,0.0
2404,0.0,0.0
2405,0.0,0.0
2406,0.0,0.0
2407,0.0,0.0
2408,0.0,0.0
2409,0.0,0.0
2410,0.0,0.0
2411,0.0,0.0
2412,0.0,0.0
2413,0.0,0.0
2414,0.0,0.0
2415,0.0,0.0
2416,0.0,0.0
2417,0.0,0.0
2418,0.0,0.0
2419,0.0,0.0
2420,0.0,0.0
2421,0.0,0.0
2422,0.0,0.0
2423,0.0,0.0
2424,0.0,0.0
2425,0.0,0.0
2426,0.0,0.0
2427,0.0,0.0
2428,0.0,0.0
2429,0.0,0.0
2430,0.0,0.0
2431,0.0,0.0
2432,0.0,0.0
2433,0.0,0.0
2434,0.0,0.0
2435,0.0,0.0
2436,0.0,0.0
2437,0.0,0.0
2438,0.0,0.0
2439,0.0,0.0
2440,0.0,0.0
2441,0.0,0.0
2442,0.0,0.0
2443,0.0,0.0
2444,0.0,0.0
2445,0.0,0.0
2446,0.0,0.0
2447,0.0,0.0
2448,0.0,0.0
2449,0.0,0.0
2450,0.0,0.0
2451,0.0,0.0
2452,0.0,0.0
2453,0.0,0.0
2454,0.0,0.0
2455,0.0,0.0
2456,0.0,0.0
2457,0.0,0.0
2458,0.0,0.0
2459,0.0,0.0
2460,0.0,0.0
2461,0.0,0.0
2462,0.0,0.0
2463,0.0,0.0
2464,0.0,0.0
2465,0.0,0.0
2466,0.0,0.0
2467,0.0,0.0
2468,0.0,0.0
2469,0.0,0.0
2470,0.0,0.0
2471,0.0,0.0
2472,0.0,0.0
2473,0.0,0.0
2474,0.0,0.0
2475,0.0,0.0
2476,0.0,0.0
2477,0.0,0.0
2478,0.0,0.0
2479,0.0,0.0
2480,0.0,0.0
2481,0.0,0.0
2482,0.0,0.0
2483,0.0,0.0
2484,0.0,0.0
2485,0.0,0.0
2486,0.0,0.0
2487,0.0,0.0
2488,0.0,0.0
2489,0.0,0.0
2490,0.0,0.0
2491,0.0,0.0
2492,0.0,0.0
2493,0.0,0.0
2494,0.0,0.0
2495,0.0,0.0
2496,0.0,0.0
2497,0.0,0.0
2498,0.0,0.0
2499,0.0,0.0
2500,0.0,0.0
