Run,Energy Balance Model.Heat Capacity of Land & Ocean Surface[1],Energy Balance Model.Heat Capacity of Thermocline Ocean[1],Energy Balance Model.Heat Capacity of Deep Ocean[1],Energy Balance Model.Deep Ocean Heat Uptake Efficacy Factor[1],Energy Balance Model.Heat Transfer Coefficient between Land & Ocean Surface and Space[1],Energy Balance Model.Heat Transfer Coefficient between Surface and Thermocline Ocean[1],Energy Balance Model.Heat Transfer Coefficient between Thermocline Ocean and Deep Ocean[1],Aerosol Forcing.Scaling Aerosol Cloud Interactions Effective Radiative Forcing scaling factor[1],Aerosol Forcing.Logarithmic Aerosol Cloud Interactions Effective Radiative Forcing scaling factor[1],Aerosol Forcing.Effective Radiative Forcing from Aerosol Radiation Interactions per unit SO2 Emissions[1],CH4 Forcing.Calibration scaling of CH4 forcing[1],N2O Forcing.Calibration scaling of N2O forcing[1],Minor GHGs Forcing.Calibration scaling of Minor GHG forcing[1],Stratospheric Water Vapour Forcing.Calibration scaling of Stratospheric H2O forcing[1],BC on Snow Forcing.Calibration scaling of Black Carbon on Snow forcing[1],Land Use Forcing.Calibration scaling of Albedo forcing[1],Land Use Forcing.Calibration scaling of Irrigation forcing[1],Natural Forcing.Calibration scaling of Volcano forcing[1],CO2 Forcing.Calibration scaling of CO2 forcing[1],Natural Forcing.Amplitude of Effective Radiative Forcing from Solar Output Variations[1],Natural Forcing.Linear trend in Effective Radiative Forcing from Solar Output Variations[1],Ozone Forcing.Ozone forcing per unit CH4 concentration change[1],Ozone Forcing.Ozone forcing per unit N2O concentration change[1],Ozone Forcing.Ozone forcing per unit Montreal gases equivalent effective stratospheric chlorine concentration change[1],Ozone Forcing.Ozone forcing per unit CO emissions change[1],Ozone Forcing.Ozone forcing per unit VOC emissions change[1],Ozone Forcing.Ozone forcing per unit NOx emissions change[1],Forest.CO2 tree net primary production parameter[1],Forest.STA maximum aboveground biomass per area parameter[1],Forest.STA squared maximum aboveground biomass per area parameter[1],Forest.STA squared tree net primary production parameter[1],Forest.STA tree net primary production parameter[1],Grass.CO2 grass net primary production parameter[1],Grass.STA grass net primary production parameter[1],Grass.STA squared grass net primary production parameter[1],Crop.harvest index for energy crops[1],Ocean.Warm surface ocean alkalinity sensitivity to global T anomaly[1],Ocean.Cold surface ocean alkalinity sensitivity to global T anomaly[1],Ocean.High latitude carbon pump sensitivity to global T anomaly[1],Ocean.Warm surface ocean temperature sensitivity to global T anomaly[1],Ocean.Cold surface ocean temperature sensitivity to global T anomaly[1],Ocean.Warm surface ocean salinity sensitivity to global T anomaly[1],Ocean.Cold surface ocean salinity sensitivity to global T anomaly[1],Ocean.Initial Cold surface ocean carbon reservoir[1],Ocean.Initial Cold surface ocean pH[1],Ocean.Initial Deep ocean ocean carbon reservoir[1],Ocean.Initial Intermediate depth ocean carbon reservoir[1],Ocean.Initial Warm surface ocean carbon reservoir[1],Ocean.Initial Warm surface ocean pH[1],Forest.Initial Mature forest aboveground biomass[1],Forest.Initial Young forest aboveground biomass[1],Land Use.Initial Mature Forest[1],Land Use.Initial Young Forest[1],cropland soil carbon.Initial fast soil carbon cropland[1],cropland soil carbon.Initial slow soil carbon cropland[1],degraded land soil carbon.Initial fast soil carbon degraded land[1],degraded land soil carbon.Initial slow soil carbon degraded land[1],forest soil carbon.Initial fast soil carbon mature forest[1],forest soil carbon.Initial fast soil carbon young forest[1],forest soil carbon.Initial slow soil carbon mature forest[1],forest soil carbon.Initial slow soil carbon young forest[1],grassland soil carbon.Initial fast soil carbon grassland[1],grassland soil carbon.Initial slow soil carbon grassland[1],Ocean.Depth of warm surface ocean layer[1],Ocean.Thickness of intermediate ocean layer[1],Ocean.Depth of cold surface ocean layer[1],Ocean.Reference overturning strength in Sv[1],Ocean.Reference intermediate to warm surface ocean mixing strength[1],Ocean.Reference cold surface to deep ocean mixing strength[1],Ocean.Reference strength of biological carbon pump in low latitude ocean[1],Ocean.Reference strength of biological carbon pump in high latitude ocean[1],Ocean.High latitude carbon pump transfer efficiency[1],Crop.normal harvest index for food crops[1],Crop.sensitivity of effect of crop yield on harvest index[1],Crop.crop yield 1980 reference[1],Crop.harvest index for feed crops[1],Crop.sensitivity of effect of crop residue production on field fraction[1],soil carbon decay.cropland litter input share slow soil carbon[1],soil carbon decay.grassland litter input share slow soil carbon[1],soil carbon decay.mature forest litter input share slow soil carbon[1],soil carbon decay.young forest litter input share slow soil carbon[1],soil carbon decay.natural decay rate fast soil carbon[1],soil carbon decay.natural decay rate litter carbon[1],soil carbon decay.natural decay rate slow soil carbon[1],soil carbon decay.temp response[1],soil carbon decay.e0[1],degraded land soil carbon.degraded land productivity reduction factor[1],Land Use.forest recovery time[1],CO2 Forcing.Atmospheric CO2 Concentration 1750[1]
Run 241,3.1453169194623167,19.007819777691864,92.43693814354532,1.1451086470428014,1.0637653829544136,2.1727476910538126,0.8232715382513409,-2.9620821991634068,0.0060328346410254,-0.0018027722523263,0.7679557512864117,0.9447562221022188,0.8331723456857132,-0.6175804739198842,2.265575140929278,0.7751467988631395,0.691278584247584,0.7820953691621814,1.1672255847418034,0.7219008440804792,-0.0878420448377675,0.0002587594949366,0.0016540831565543,-5.4094441560529725e-05,0.0001965071334783,-0.0002357581208894,0.001028071780645,0.0008426436651810072,0.20881831348464866,-0.024855821396283423,-0.02590365604093011,0.023521429939654382,0.0007386071238976146,0.0863859618320354,-0.011584739690548344,0.8790302700868871,-1.944138008913956e-06,-2.853028108589189e-05,-0.04046517830236185,0.7614451593860483,0.37887500798131724,-0.01944138008913956,-0.2853028108589189,105.958307544,8.33915622045,31030.2605415,5130.72763265,654.156882884,8.15046723456,651.365949588,68.9176862226,3985.62959812,634.897726882,13.9365488466,14.1643932453,0.00181246706748,0.00064832603554,317.023364878,32.1370712904,177.463460314,25.4057550995,189.883529174,139.448249691,89.89325649703986,547.3506088790829,81.93797748164347,13.892552568582357,82.68052896150759,10.621790990717235,1.8673935422284,6.106194226803376,0.4417266567997999,0.4016473204112317,0.0845178832027088,5.870383718128472,0.7269727096636548,0.427534888066178,0.0112275147903054,0.0185476884815682,0.0206193121488664,0.0222280047844304,0.0269099791287888,0.6732501555860443,0.0008364251504064,47.03213353253459,308.384590677001,0.0222907787326873,64.3031239625386,278.20974764144154
Run 242,3.393687980761997,17.10577120816562,235.59675516259853,0.879930235670544,1.1340745351350157,3.410914128871579,0.699581136291219,-1.5193441557043612,0.0202387304047179,-0.0013899343499028,1.1159517640132393,1.0951237025317866,0.8910332509087578,0.9813580088826598,0.958473127830798,0.3215736352129124,1.6557378911227771,0.987757701963339,0.9708678300489048,1.1336312932035342,0.0421414979379091,0.000266597297541,0.0010494185757046,-3.45019485969524e-05,6.51109388000867e-05,-0.000206251193014,0.002045094262604,0.000878678532655754,0.28778969212137806,-0.03506159266049561,-0.029614448483445795,0.0761986868406282,0.0009711995701320779,0.09769988102583417,-0.04759085703315961,0.8460555599003893,-1.727928804065476e-06,-1.5368384646436985e-05,-0.12551327217079672,0.7057832727483131,0.6861590065703311,-0.01727928804065476,-0.15368384646436986,393.515758023,8.32135492196,30016.844588,3195.60454509,2855.56299053,8.14812399265,663.642103938,55.2329416883,4069.06967474,551.457650261,8.35454918956,8.476473255,0.00418139191551,0.00227973891369,215.332211106,17.2366511856,118.991995075,13.1796212938,126.805779278,72.4156444534,392.1342633295467,329.94748435815154,302.97342265348925,15.693089269572988,61.04510064815888,20.46575030647708,2.180735547793196,7.221553665196624,0.4916818027307452,0.4158581534177389,0.0878661246913237,5.80814945003791,0.7519117726867648,0.652794838602518,0.0190360841963187,0.0137273745479415,0.0238403371841373,0.0212773552166773,0.0333015685922609,0.75913965377973,0.0011582616165188,43.66712280908644,308.8537892631325,0.0779183764114376,55.842096514982735,281.1801030228254
Run 243,3.187105345262294,7.4838496321167,139.2326831328161,1.2674661799541047,1.4616729444922751,3.553010113651169,0.3994558734824606,-0.0499859063934367,0.0268780605801454,-0.0041921919957513,1.024686951036413,1.0176153903244871,0.941354838163613,0.664374283016842,0.8637311501946752,1.2849883518872232,1.868839528048175,1.441031802597612,1.0582513735842805,1.819498966139064,-0.0065046763591799,0.0002561878264975,0.0009915827634682,-9.173423282900308e-05,0.0001014850486519,-1.1127402297093305e-05,0.0017439438552379,0.0006340813619370396,0.3040358768298937,-0.02180989511108234,-0.012024452343399022,0.02192613125699669,0.0005266844206866213,0.04760313558919142,-0.02076208647694915,0.878598826304025,-3.1955118283777626e-06,-1.2660687195017718e-05,-0.015082459259019465,0.9696332148490147,0.36956909899914736,-0.031955118283777624,-0.12660687195017717,87.130494663,8.2969031393,23950.3660855,9091.72294248,1958.88466696,8.15720650092,656.47504263,57.1499456385,4056.100216,564.427109,8.66358719837,10.2268892831,0.00349709115184,0.00189412061745,223.565607826,18.6455268181,141.284512824,16.3511136222,132.027928911,88.2798310847,269.7295409811202,985.7907975985607,66.69153947916553,24.271840908468263,69.26432252742126,20.192205429043945,0.9862528341876036,5.413427914373557,0.4836582099997272,0.4026414445221064,0.0922193183393328,5.708163764039165,0.5157320328558013,0.0544137667556239,0.0155542125158181,0.0123736807473585,0.0228479958774732,0.021119853126133,0.0340540948135328,0.7131872712325786,0.0009693404968703,42.13540295410736,293.9962051353145,0.0624624449015639,57.11646086789485,276.6159039476608
Run 244,5.256585403617222,12.094112204475078,183.69895183750697,0.7523356687391164,1.4555732554215444,1.0143321528768805,0.6067549640727861,-1.393793124063195,0.0217964350943426,-0.0054677226611563,1.0453768119987277,0.9864502798418414,1.0691296554457996,1.0753355554899886,0.9304258966530038,0.94549372816296,1.5750927357407467,0.9038632744606384,1.010076298701906,0.6923420876511471,0.0751267781368547,0.0002129283288336,0.0007143208312164,-6.557198293936621e-05,0.0002066855646165,-0.0003006742734893,0.0007115969704513,0.0005227457064218492,0.2066827659498624,-0.05892865061361932,-0.027815083670314832,0.09129368394212635,0.0008715974663734867,0.11804087434858572,-0.02631927506624955,0.6284294991450381,-3.863525761468905e-06,-2.8886205675022936e-05,-0.32440542178016096,0.7327737449452776,0.7742131563290704,-0.03863525761468905,-0.28886205675022936,135.500038205,8.34753294486,25300.628167,7510.64974349,1051.86059357,8.1470467189,647.770453269,56.0579341116,4060.56727878,559.960046222,12.6072834964,9.69716947282,0.00688902663032,0.00310147498695,298.327430894,24.8728195343,122.96860524,15.3510226058,174.842837103,98.0808087586,144.39848920035993,813.533262128907,105.00367226616946,24.98361237596096,78.37969804723267,27.051442005932035,0.2971220689872615,6.4555020451714,0.2467926576570801,0.4261022829951325,0.083672341394775,6.0150474480875005,0.5263901770941471,0.5588823089311713,0.0176919546555573,0.0195827321444371,0.018194016154035,0.0224897241439306,0.0283499309088862,0.7146047404004395,0.0011129364596368,46.85411102002264,293.2214330578988,0.092492704526733,56.5909088233572,280.0470891149127
Run 245,5.010900088698272,15.33895700302078,72.93116740169326,1.0424171600965029,0.7662705391034079,1.6861643614132855,0.6808585992034754,-0.4287019783720305,0.0349058030425472,-0.0056243424243484,1.0797645045132367,0.9174621932227928,1.0876975412930658,0.3114563489547741,1.6899720186876634,1.4347352974380014,1.217767196576099,1.0269216370217795,1.1124237867588365,1.010547133085094,-0.0069173864281066,0.0002753956663703,0.001212737367381,-7.176880531553683e-05,0.0002325714847753,-0.0003432841164357,0.0008012492705986,0.0005090750323451161,0.2595368127034134,-0.021268545519521516,-0.010839066762393011,0.031067535350823905,0.0006630628420691732,0.03168965530774245,-0.04221845888761671,0.7626430619493385,-3.9455498059293035e-06,-2.0077197882764432e-05,-0.010571212662679241,0.9874139985641048,0.4228939562131394,-0.039455498059293034,-0.20077197882764433,521.235584059,8.48940211146,27362.6260191,6754.40987837,2092.58315513,8.13378074486,657.216243249,68.6790911641,3988.90369299,631.623632013,12.0193115911,11.4194229091,0.0052002914053,0.00334036160398,294.05347769,29.1973929942,147.062829066,20.5718770595,175.524017255,108.340416109,286.1524090536677,702.8667216995877,420.2915324022055,11.052459476026147,77.16100616940786,26.12059773934484,0.3309403248048205,11.475067893760192,0.4586499196662541,0.4196191103210001,0.054949399038454,5.743943218276206,0.6709105857678899,0.6712764919126614,0.0198741295832197,0.0150072080541787,0.0184013553153357,0.0214189640550097,0.0349512120000739,0.679055633328446,0.0010791154591825,57.24374388076766,292.39763619894325,0.0699922366721771,64.01732455203299,281.3905478485483
Run 246,2.848111762413571,7.007740482550231,50.58608766511189,1.5721656051667254,0.5433031619232902,4.939250979549974,0.5165258363539571,-3.1173621606366035,0.0020930995546872,-0.0028522726542225,0.9005918644723137,0.9251660578469926,1.1936222147805988,0.8551597015696226,1.6785607928142745,1.0925214371034964,1.89451331999602,1.0794741914963792,0.9932813172543516,0.9097558555315706,-0.0629814319675489,0.0002744911752814,0.0012903315979779,-8.640506412912612e-05,8.407784568213503e-05,0.0001043128859206,0.0024075077512277,0.0007510372315783485,0.22654757787003688,-0.07258785822631655,-0.04115168745781594,0.07613715168911847,0.0007625241833840133,0.07595698225990494,-0.028863515424549006,0.6631404358885924,-2.493776610529909e-06,-2.557540368832719e-05,-0.43823215188597126,0.532724688132761,0.6858000515198577,-0.024937766105299092,-0.2557540368832719,614.115976047,8.43140627234,23368.9045438,7777.92406376,3599.0063235,8.14105385542,656.577456407,46.9843958897,4117.40348237,503.12384263,11.4044915982,10.3949372989,0.00360907382295,0.00203052592051,272.835814205,19.1778243679,142.234944111,14.9302061002,159.461920739,92.6321749049,493.1963811743855,774.6728071789687,486.74562761298654,16.29106769438151,62.766021584203656,26.604921202913246,2.4120660371519653,10.003345536216369,0.3361114421140366,0.4079575210779231,0.0696607578253274,6.190441435925168,0.7763301308470445,0.2924034959847678,0.0166538932363548,0.0108153980276364,0.019352883213776,0.0227556673955559,0.0290162891288289,0.7955059158754791,0.0008543671902698,49.26111274175643,301.65570856367304,0.0535360514599786,50.84508512635804,279.0786682477336
Run 247,3.38281682641982,19.960369948007745,89.67976583431928,1.3376852467230644,1.1153539626674551,4.0208714848679605,1.531257307841261,-1.199226770320482,0.0330527047236416,-0.0017112804252544,0.8159913689858349,0.7668339896379099,1.093955528142852,0.8161861467640558,1.6872426736264787,0.7332389131363174,0.0343392508673337,0.7170287321204463,0.944513021657684,0.6389688248086454,0.0155432824283334,0.0002486428340177,0.0017643073883602,1.609500462095218e-06,3.152443001729265e-05,-0.0002393974251673,0.0015077317702302,0.0008506295982656487,0.2862049490691403,-0.04475284970668138,-0.025185767164653775,0.041547377469500164,0.0008672022969846496,0.09983229281286195,-0.01222350599573066,0.7725185183198222,-1.8962224104061073e-06,-1.5632508488476615e-05,-0.20627374755567812,0.7722134925301934,0.48402636857208425,-0.018962224104061072,-0.15632508488476615,491.017359591,8.38716371655,26194.8916806,5817.77842901,3188.06897055,8.14959494867,650.373076469,50.4510251381,4095.14366706,525.383657935,11.2824848523,12.4646831263,0.00319398872073,0.00111505909835,286.377270643,21.4391376122,169.288498359,18.4984177079,167.457547203,112.70531065,437.98608751263407,594.3115913375286,384.4516965733455,28.011703544221305,66.76634067444056,21.16656633909203,2.4108825315597,9.74195919758197,0.4416241166915464,0.4425159534865034,0.0780843308475062,5.833215974388868,0.781265491929263,0.107869299827192,0.0100795895720224,0.0133328167258337,0.0211330694053752,0.0203766114433078,0.0345418103278686,0.681122789452304,0.0009842989933731,52.72234543791092,292.21493207998213,0.0446763024055151,53.075034922186354,275.5831133597735
Run 248,4.50064138896906,26.67547999309864,300.525529940314,0.2923927597339124,1.23439630486254,2.1754587258141123,0.5447452508965659,-0.3049444146784159,0.0212387061521722,-0.000215488724369,0.8422959445759248,1.0412355750980318,0.8392520294589731,0.9390484045028632,2.1037397923007557,0.7065163706918144,0.1534761070749699,1.1729051335099996,1.0058880643028514,1.2909226308644266,0.0618495709177238,0.0002990225927293,0.0013202003093923,-1.7028315281239382e-05,0.0001213391320098,0.0003857702807872,0.0009537433141922,0.0009811909042765777,0.2657562071881171,-0.023314590284092468,-0.038676293471272216,0.07300969245808853,0.0008646019986298083,0.055874003905307425,-0.03843512811300481,0.7172457606417549,-1.1128545743405332e-06,-1.904063213531382e-05,-0.027621585700770557,0.5698555979309168,0.6675565393388497,-0.011128545743405332,-0.1904063213531382,522.378575183,8.36939273005,25617.7947458,7905.16096331,597.321091572,8.14792283286,657.82902237,49.7037392364,4101.05976753,519.467557467,9.47916214085,8.95820942157,0.00336324328199,0.00243076487709,240.457789307,17.6645465752,120.383145146,12.9360103868,140.166937997,81.8941513578,82.02098957236554,793.7509307250301,407.0897243589984,22.78764697696217,56.806958586630486,29.183154552824064,2.370302565129292,8.440081425825749,0.2277834743287643,0.4000727307839298,0.0712904047588609,6.062621289061276,0.5269801733597916,0.7330300915639545,0.0188259540283305,0.0104841731080475,0.0166794780954377,0.0113279861897905,0.0312563593865669,0.7106356759647173,0.0008094349562702,41.81275861975124,302.54621828676466,0.0568882622381663,52.52462865722059,277.91618309511017
Run 249,3.5523824596304605,17.406078284006682,94.77399164036495,1.0115103054186996,1.4733835402629465,4.243529087318749,0.697690434329194,-0.1335773446226159,0.0269378723515556,-0.0049512270467242,1.1250383222761984,0.9176353465038428,1.02320487080307,1.120878923222336,1.5387202489031793,1.3141403624907515,0.507924610191727,1.121621182066082,1.0158420920569975,1.2570004211385033,0.0319558238545227,0.0002850820791055,0.0003582785072009,-7.851547915735285e-05,1.883850861762436e-05,-2.266318036905063e-05,0.0012131176846588,0.000567828415417529,0.23788447005108415,-0.02869108104578428,-0.02629295187909138,0.07026293488431459,0.0006643190521392354,0.09785692104043311,-0.02235028882379847,0.669160281345945,-3.593029507494826e-06,-2.3685921658152644e-05,-0.07242567538153566,0.7556057218136294,0.6515337868251684,-0.035930295074948264,-0.23685921658152645,640.782676677,8.27958334979,24496.8864043,6672.86971717,3061.77352856,8.15704998837,653.981539398,73.0861600006,3962.57284068,657.954484322,10.6405986642,9.95110019668,0.00493555152688,0.00151562496072,252.705966928,27.0260238011,128.098220319,18.0770199905,152.014918131,94.5976852246,421.5725362998728,717.9242065129605,488.5000530119557,24.10075463644639,62.58050420560711,19.6493658914382,1.2850116752832232,4.979446817939385,0.4425940986915024,0.4188953041956335,0.0968652618381921,5.792659058617433,0.5412556218376083,0.4443583815328988,0.0112020492080453,0.0182015787990846,0.0223380172748718,0.0161042622744259,0.0287219899289764,0.7124221172395945,0.0010381478783715,42.36936278010354,305.29883935994934,0.0758021989343297,66.69593489284637,278.12477091690283
Run 250,4.375808266836609,7.950019763743134,45.85252389621509,1.385406463917136,1.1458093519844266,1.548433943926694,0.642370754536194,-1.526131386730621,0.0234922575342754,-0.004227320584502,1.0877373922405484,1.0648763905058605,0.9954285199636272,-0.0925482604869791,0.8733403854624247,1.4105680841398964,1.3806541395372074,1.129153668318648,1.091345139260966,0.5068189499215587,0.0233480818766254,0.0002214645431312,0.0017216722059549,-0.000135431313151,0.0002577293526912,0.0001414133041633,0.0016323005478571,0.0006310151365910312,0.24368798847947,-0.06408627109197977,-0.04331336438970556,0.12762581662668215,0.0006250993895926234,0.09172522026827068,-0.026162395484330123,0.9153504569139224,-3.213909180453813e-06,-2.2718668586755e-05,-0.36738559243316476,0.5002995341544166,0.9861505969889792,-0.032139091804538125,-0.22718668586754998,456.753681884,8.29745852989,26164.795663,5077.30796231,3578.18415775,8.16237139272,633.611235777,72.1329967581,3960.54329553,659.984029467,15.4520345822,11.2488216612,0.00784520317658,0.00204937855634,338.724481324,37.0920924272,142.551584734,20.5087772832,204.597980145,108.884185554,493.4668589040559,527.8898849298373,349.6546980700348,16.020886293785303,54.51417544792088,28.09471055211567,2.189716111497459,6.026393447358728,0.4546374646410182,0.4013434164400522,0.0665866340329434,6.401396674917264,0.5095910752960553,0.6579337535278681,0.0105590251820176,0.0174531520211706,0.020490188913957,0.0146084520823518,0.0267113437513025,0.72669977886566,0.0010724243885099,53.65603273394089,294.9092834962472,0.0896266808071188,66.71668857382471,272.95900577015203
Run 251,3.0659305467082087,24.837524053295663,66.27410969636635,0.7675959635300518,1.0994440264825422,1.7040250519083755,0.8822744356494637,-1.2592478373035032,0.0237507889226771,-0.0018978156759057,1.19072463123205,1.0289020740969568,1.00155183580755,0.2420127843163173,0.4250147845108367,1.0976075016712514,-0.6922524564786303,0.7886008695819392,1.1632001044195228,1.3551104472358138,0.0074825872015977,0.0002576524266518,0.00124582129428,-5.9824208584158045e-05,-4.643832312645159e-06,7.29263261744129e-05,0.0019552342435059,0.0008343477283183217,0.3148244837074911,-0.06325380415478385,-0.023395871384749276,0.08266634406398415,0.0006189273700594207,0.06666049083923883,-0.031895160536418485,0.6286264718343091,-1.9939136300900694e-06,-1.0862586048751481e-05,-0.3604483679565321,0.7990619292287608,0.7238870070399075,-0.019939136300900693,-0.10862586048751481,119.238475783,8.25737743975,24665.9892179,6947.16183973,2924.00450619,8.15935107557,627.416540549,72.8110649966,3954.11119508,666.416129921,10.429000965,9.37483379878,0.00145378221103,0.000729057500801,246.709285269,27.1759907705,118.835475219,17.5661817515,148.447825772,90.4721912556,402.8818020033753,723.9035936297186,90.44698269699413,27.460003518405905,52.97093981253658,26.0266263110514,2.5636259300119373,5.100143324998033,0.3249010571421035,0.4153385097066521,0.0702382653074986,6.4526092309030405,0.6609368071724222,0.2829926062222697,0.0172942595452718,0.0171842903037222,0.0197275064819902,0.0186362758874507,0.0278341359356675,0.7190523066275529,0.0009568273873476,40.05541854630425,297.00839387167514,0.0230307229793574,67.3169039541886,278.4065228166412
Run 252,3.25549645653191,9.262681910073894,177.13297155915023,1.3511796313753182,1.2276997457861216,4.062450003109845,0.9871330193261852,-1.3925864087300668,0.0282194630929836,-0.003809504741064,0.9354879168597902,1.0220484154975544,1.0471696738842058,0.736653273618521,2.2164547845878486,1.2486550794083742,0.3797305557220101,0.7228275586081776,0.9833334018145308,0.7820316356349659,-0.0050007534470133,0.0002796621448456,0.0010654452440208,0.0001312383625585,0.0002057774606149,-0.0001439281720762,0.0017780325347369,0.0006674845073991665,0.3027207908087638,-0.05371856294556654,-0.04646807996894549,0.10871848562393742,0.0005614170164458841,0.0475001316394733,-0.03967563906444331,0.9413651476505396,-2.995092955605001e-06,-1.287986819853937e-05,-0.2809880245463878,0.45297880046581773,0.8758578328063016,-0.029950929556050013,-0.1287986819853937,591.867550974,8.32901220689,28451.9842777,4859.40776961,2467.19022546,8.15043964205,635.122785447,67.5633098279,3988.04777773,632.479547273,9.17144508551,8.71901295094,0.00239047003627,0.00161946901219,233.668159271,23.6006624029,111.371021319,15.3490723091,139.000935899,84.0140698782,339.0347945762519,519.4679604366063,456.5429039119272,10.520950200062716,76.24442565138213,10.819696810439892,1.4357165696924412,5.617058483818759,0.3857476340615892,0.4032409613373415,0.0833486082496367,6.429193035650288,0.6498548812737552,0.6658627588852462,0.0197340712689906,0.0144201490349336,0.0167918731186941,0.0138799886909626,0.0348209465891149,0.6917146367950748,0.0010098046393693,44.23348753451573,297.0851496066407,0.0406492467852551,63.910085995257845,278.9370990747068
Run 253,3.936183373922459,7.191078092280641,25.036758855970703,1.422968609590204,0.9148573848086504,2.792208114472397,1.1339259969171518,-1.104911909708192,0.0075436175571291,-0.0053205512997199,0.8762290527839546,1.069561101101986,1.0025064753003197,1.7751306114776535,0.2439674392506269,1.1617779035709836,2.0428351151176627,0.9312757131507766,1.027743608407894,1.1562877957061035,0.069339647007601,0.0002429747261414,0.0012153025473383,-2.778019588643732e-05,8.237755502306611e-05,8.622394489758759e-05,0.00152388083318,0.0005355916696299413,0.21888167591999114,-0.07961763062732835,-0.011480512375815877,0.10057771257146589,0.0006918114193019606,0.11948839064761535,-0.021196076965917535,0.8732262737000829,-3.786449982220352e-06,-2.6853054013334816e-05,-0.4968135885610696,0.9777923143627619,0.8283699900002175,-0.037864499822203516,-0.26853054013334815,626.122609437,8.41476191348,23990.4112999,8984.66024408,694.218252843,8.1451102177,656.387663649,64.3995693252,4013.42127983,607.106045174,12.5863373473,12.8430029319,0.00610431463673,0.00360943829542,297.665799463,28.1203555764,174.286463075,21.9471788579,178.38373802,111.584448188,95.24712889407208,951.2379989010064,493.9420508742221,29.987584250374915,80.67991036412134,13.826509650109475,0.8876107021662397,8.514599171842121,0.2378112537500505,0.4021643925395894,0.0632162670602063,5.667828444208261,0.5646831899114385,0.4776311211992092,0.0186869294401361,0.0123661571685969,0.0237849758594266,0.0191176833903385,0.0324948557379535,0.7315220418438906,0.0010245821014723,58.84901871860672,300.88533089533274,0.0809788024719211,61.49232888782867,277.0872016251293
Run 254,2.7266146825286017,12.731067721435576,78.45059517253469,1.0172860506380343,0.8030468778262718,1.14706890716428,0.5897711709392179,-0.6631100028262884,0.005622020083776,-0.002017438516567,1.0590995508085193,1.012953543196205,0.9555263673317812,0.4237832024492121,-0.0233204128077488,1.684079433825148,0.308776100531796,1.0492424532924052,1.1381098133472738,1.3012292918098551,-0.0503604679717011,0.000223675961577,0.0016168465427422,3.236256656623959e-05,9.65072794728428e-05,0.0001486129449388,0.0015417344206497,0.0008239063585097938,0.34925902395572506,-0.05759123719997797,-0.0303112418747814,0.10289317508457237,0.000614917508039685,0.09850863562704829,-0.024855864916899402,0.7838833722654215,-2.0565618489412374e-06,-5.12349600737916e-06,-0.3132603099998164,0.695331371878279,0.8418768546600055,-0.020565618489412376,-0.051234960073791594,323.942834191,8.31184834307,25047.0694882,8386.03218278,555.911925685,8.15613846832,622.044878083,70.3342163722,3966.68005968,653.847265319,11.0981281841,12.9457248877,0.00581693128266,0.00383845978115,256.315409995,27.5313712322,167.391967576,24.1511038006,154.860696668,119.377237413,76.52203608812877,895.8757219994321,248.83522222155656,18.814676795487983,82.4301567516469,26.552275509130304,2.4552277425090896,5.314739390498322,0.2469883327593591,0.4145987968894187,0.0660081699122522,5.756120357729381,0.7308128531566237,0.2379395742195488,0.0190158708391183,0.0152058084625623,0.0233600479496078,0.0243993148485077,0.0281534289815007,0.7955476810581411,0.0008085245688592,47.33415928057282,309.1775187911882,0.0886726635794153,65.97627966239475,276.1781806637388
Run 255,6.556272890109324,67.70644768503442,173.78698791463776,0.1755958423596389,1.6993642443745929,1.1618211028843208,0.1033370580211885,-1.4595739291302237,0.0126002758003579,-0.0007484056114151,0.944983358555304,1.068579676582714,0.8561477766324532,1.193351956907041,0.636190710064757,0.6879506712180727,0.5078564568013089,0.915063046458086,0.9201206500977822,0.4339666749923561,-0.0225993419602661,0.0002608397397733,0.0012525211317238,-2.772079065565954e-05,9.652039216095664e-05,-0.0001138722399818,0.0018399937236985,0.0009346748521238421,0.2030748066422737,-0.07822266984233398,-0.019246867845848146,0.10675719135053556,0.0009923917987238462,0.095813525240753,-0.015716776783889663,0.72097746138183,-1.3919508872569477e-06,-2.948753222628772e-05,-0.4851889153527831,0.8612969823122778,0.8644169495447906,-0.013919508872569477,-0.2948753222628772,129.108556499,8.29104042757,25562.3805618,8680.38268135,1798.62085026,8.1588931735,670.577464354,50.5089496568,4098.40378019,522.123544812,12.8838086701,10.2483279747,0.0037036165189,0.00149647914929,314.649107653,23.2841668547,142.092885224,14.8068578632,184.408063774,89.3578619494,247.7874982573657,910.5983714718716,98.68687827292064,16.451110974566035,65.51809633029492,13.719405566671842,2.7143077368472635,5.299106423361891,0.4752386578786186,0.4132743651336882,0.0969121365368538,5.688798991583697,0.617616059799727,0.2359687022971651,0.0131472881838092,0.010190148416225,0.0189192034457185,0.0110644061534625,0.0313244831127089,0.6468365518882769,0.0010111962837435,50.12888793586303,297.1606111545061,0.0473592789364748,52.886682896179295,275.89018981140373
